year,week,SMN,SMT,VCI,TCI,VHI,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,region,region name
1981,35.0,0.297,288.01,13.95,92.16,53.05,0.0,0.0,0.0,0.04,0.36,0.98,2.36,3.88,6.49,9.6,42.37,12.47,9.42,5.69,3.37,1.99,0.83,0.07,0.07,0.0,0.0,5,Zhitomir
1981,36.0,0.299,288.86,21.34,75.21,48.27,0.0,0.04,0.29,0.94,2.1,3.23,6.52,10.11,13.01,14.64,22.15,11.45,8.52,3.95,1.74,0.69,0.51,0.07,0.04,0.0,0.0,5,Zhitomir
1981,37.0,0.298,289.12,29.67,58.09,43.88,0.07,0.29,1.01,1.63,3.19,5.76,10.55,15.11,15.73,15.37,12.87,9.93,4.71,2.14,0.94,0.62,0.07,0.0,0.0,0.0,0.0,5,Zhitomir
1981,38.0,0.29600000000000004,289.01,37.85,43.42,40.64,0.22,0.72,1.63,2.65,5.15,8.63,11.85,16.2,16.02,14.79,10.29,6.52,3.23,1.41,0.47,0.14,0.07,0.0,0.0,0.0,0.0,5,Zhitomir
1981,39.0,0.29,288.21,45.29,31.41,38.35,0.25,0.76,1.74,3.84,6.81,10.58,13.16,17.07,16.49,12.83,8.66,5.07,1.59,0.8,0.25,0.07,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1981,40.0,0.278,286.72,49.07,26.4,37.74,0.14,0.69,1.38,3.33,6.71,11.2,15.19,18.56,17.98,12.07,8.08,2.94,1.23,0.47,0.04,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1981,41.0,0.258,284.37,48.74,30.18,39.46,0.04,0.25,0.91,2.03,4.13,9.35,15.4,19.75,19.5,13.56,9.17,3.88,1.34,0.58,0.11,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1981,42.0,0.225,281.28,43.79,42.9,43.35,0.0,0.04,0.07,0.54,2.54,5.18,11.05,16.2,22.0,17.98,12.58,7.83,2.46,1.05,0.43,0.04,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1981,43.0,0.187,278.05,35.41,55.86,45.64,0.0,0.0,0.04,0.07,0.91,3.48,8.37,15.15,19.32,21.02,15.8,9.53,4.35,1.27,0.43,0.22,0.04,0.0,0.0,0.0,0.0,5,Zhitomir
1981,44.0,0.152,274.9,29.15,58.12,43.64,0.0,0.0,0.0,0.36,1.45,5.51,13.48,16.71,18.92,16.27,14.46,7.9,2.83,1.56,0.47,0.07,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1981,45.0,0.125,271.35,24.32,61.1,42.71,0.0,0.0,0.0,0.33,2.54,7.0,14.06,18.12,17.87,14.72,13.56,7.43,3.01,1.09,0.29,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1981,46.0,0.107,268.34,25.38,60.26,42.82,0.0,0.0,0.04,0.36,2.61,6.74,13.7,17.62,19.25,13.7,14.43,7.03,3.01,1.05,0.29,0.11,0.07,0.0,0.0,0.0,0.0,5,Zhitomir
1981,47.0,0.095,265.36,30.29,62.85,46.57,0.0,0.0,0.04,0.22,0.83,3.91,8.63,13.45,17.65,18.34,16.67,11.53,4.57,2.32,0.98,0.47,0.25,0.11,0.04,0.0,0.0,5,Zhitomir
1981,48.0,0.086,263.82,34.34,60.25,47.3,0.0,0.0,0.04,0.04,0.51,2.14,8.48,14.1,18.88,18.63,14.06,11.82,6.63,2.21,1.3,0.62,0.29,0.18,0.07,0.0,0.0,5,Zhitomir
1981,49.0,0.078,262.02,33.22,60.17,46.7,0.0,0.0,0.0,0.04,0.33,2.79,9.57,14.9,17.72,18.92,14.68,11.24,6.05,1.99,0.94,0.51,0.22,0.11,0.0,0.0,0.0,5,Zhitomir
1981,50.0,0.07400000000000001,259.84,34.26,61.92,48.09,0.0,0.0,0.0,0.04,0.47,2.54,8.59,12.79,15.98,17.65,15.37,13.81,7.29,2.65,1.38,0.62,0.47,0.22,0.14,0.0,0.0,5,Zhitomir
1981,51.0,0.07400000000000001,258.75,37.81,59.56,48.68,0.0,0.0,0.0,0.11,0.47,2.75,6.71,12.11,15.51,17.4,16.46,14.75,7.83,3.12,1.59,0.72,0.25,0.14,0.07,0.0,0.0,5,Zhitomir
1981,52.0,0.077,259.48,44.62,51.92,48.27,0.0,0.0,0.0,0.14,0.65,3.26,6.49,12.54,16.27,17.36,15.77,13.05,8.88,3.37,1.16,0.65,0.36,0.04,0.0,0.0,0.0,5,Zhitomir
1982,1.0,0.083,261.7,57.78,41.22,49.5,0.0,0.0,0.0,0.07,0.29,2.94,5.15,11.05,14.61,18.38,16.78,13.88,9.39,4.89,1.78,0.51,0.22,0.07,0.0,0.0,0.0,5,Zhitomir
1982,2.0,0.092,264.4,65.82,31.42,48.62,0.0,0.0,0.0,0.07,0.58,2.03,5.84,11.27,15.98,18.52,19.28,14.93,7.54,2.79,0.8,0.22,0.14,0.0,0.0,0.0,0.0,5,Zhitomir
1982,3.0,0.09699999999999999,265.74,70.62,27.11,48.86,0.0,0.0,0.0,0.07,0.29,1.67,4.97,9.64,15.48,20.95,20.88,16.49,7.0,1.85,0.54,0.18,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,4.0,0.10099999999999999,267.73,71.82,20.73,46.28,0.0,0.0,0.0,0.18,0.69,2.1,6.27,13.01,19.93,22.4,20.41,11.63,2.94,0.29,0.14,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,5.0,0.102,268.87,65.88,21.34,43.61,0.0,0.0,0.0,0.33,1.12,3.62,9.5,17.8,24.14,21.2,13.52,7.43,1.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,6.0,0.10300000000000001,269.8,58.54,24.88,41.71,0.0,0.0,0.0,0.07,1.27,4.31,12.0,23.63,26.97,18.48,9.1,3.12,0.94,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,7.0,0.10400000000000001,271.19,52.98,24.51,38.74,0.0,0.0,0.0,0.14,1.88,7.5,19.5,30.19,23.34,12.0,4.02,1.09,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,8.0,0.107,272.53,50.3,24.93,37.61,0.0,0.0,0.0,0.04,1.45,8.05,25.15,33.27,19.64,9.28,2.54,0.51,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,9.0,0.10800000000000001,273.73,47.48,26.48,36.98,0.0,0.0,0.0,0.07,1.09,9.39,27.91,33.42,19.06,7.03,1.56,0.4,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,10.0,0.109,275.0,43.63,29.24,36.44,0.0,0.0,0.0,0.0,1.34,10.91,30.01,33.64,16.17,5.8,1.74,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,11.0,0.11699999999999999,276.51,41.24,29.63,35.44,0.0,0.0,0.0,0.11,1.85,13.08,33.96,32.37,12.98,4.31,1.12,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,12.0,0.127,278.0,38.89,36.62,37.76,0.0,0.0,0.0,0.07,1.12,6.92,24.83,34.4,22.33,7.83,1.74,0.58,0.14,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,13.0,0.135,279.41,33.32,43.09,38.21,0.0,0.0,0.0,0.22,1.74,8.05,21.75,31.03,22.4,10.55,3.23,0.69,0.33,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,14.0,0.145,280.79,26.13,51.57,38.85,0.0,0.0,0.07,0.51,2.83,8.66,20.26,26.42,19.86,12.43,6.45,1.67,0.69,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,15.0,0.154,281.85,17.49,65.61,41.55,0.0,0.0,0.04,0.33,1.67,7.21,15.22,20.62,19.32,15.73,13.7,4.24,1.52,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,16.0,0.177,283.32,16.35,74.95,45.65,0.0,0.0,0.0,0.11,0.72,3.23,8.95,14.46,16.82,16.93,25.59,8.19,3.81,1.05,0.14,0.0,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,17.0,0.21100000000000002,285.27,18.91,78.06,48.48,0.0,0.0,0.0,0.14,0.54,1.41,4.97,10.4,15.37,16.42,28.52,12.87,6.63,2.07,0.62,0.04,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,18.0,0.263,287.61,28.29,73.07,50.68,0.0,0.0,0.04,0.04,0.36,1.16,3.62,6.78,13.41,18.96,23.49,17.0,9.42,4.35,1.2,0.18,0.0,0.0,0.0,0.0,0.0,5,Zhitomir
1982,19.0,0.316,289.67,37.51,65.76,51.64,0.0,0.0,0.0,0.11,0.22,1.3,2.57,7.0,12.14,18.56,22.73,16.42,10.87,5.36,2.32,0.36,0.04,0.0,0.0,0.0,0.0,5,Zhitomir
1982,20.0,0.359,291.13,43.74,62.27,53.0,0.0,0.0,0.0,0.04,0.18,0.58,2.03,5.58,9.64,17.83,23.09,18.85,12.87,5.94,2.39,0.8,0.14,0.04,0.0,0.0,0.0,5,Zhitomir
1982,21.0,0.39,291.61,46.89,64.27,55.58,0.0,0.0,0.0,0.0,0.07,0.36,1.05,3.23,7.76,14.28,20.51,21.09,16.75,8.63,4.31,1.45,0.4,0.11,0.0,0.0,0.0,5,Zhitomir
1982,22.0,0.40700000000000003,291.69,46.95,66.31,56.63,0.0,0.0,0.0,0.0,0.0,0.18,1.49,2.61,5.8,14.32,19.17,20.95,16.46,10.58,5.58,2.1,0.62,0.14,0.0,0.0,0.0,5,Zhitomir
1982,23.0,0.415,291.8,44.97,67.35,56.16,0.0,0.0,0.0,0.0,0.04,0.33,1.52,3.81,7.0,13.99,18.77,19.93,16.06,9.53,5.84,2.39,0.54,0.25,0.0,0.0,0.0,5,Zhitomir
1982,24.0,0.41600000000000004,291.89,40.51,69.0,54.76,0.0,0.0,0.0,0.0,0.07,0.62,1.96,4.6,9.71,15.11,19.61,17.91,14.79,8.59,4.46,1.78,0.65,0.14,0.0,0.0,0.0,5,Zhitomir
1982,25.0,0.413,291.89,36.05,72.51,54.28,0.0,0.0,0.0,0.04,0.07,0.72,1.63,5.36,9.89,15.66,20.41,18.38,12.79,8.52,4.35,1.38,0.58,0.14,0.07,0.0,0.0,5,Zhitomir
1982,26.0,0.41,291.91,33.23,74.04,53.63,0.0,0.0,0.0,0.0,0.0,0.91,2.14,5.55,10.87,15.19,22.65,18.12,11.05,7.94,3.33,1.63,0.36,0.22,0.04,0.0,0.0,5,Zhitomir
1982,27.0,0.41200000000000003,292.34,34.11,72.15,53.13,0.0,0.0,0.0,0.0,0.11,0.94,2.61,6.16,10.62,16.56,22.11,16.53,11.92,6.78,3.52,1.38,0.47,0.18,0.11,0.0,0.0,5,Zhitomir
1982,28.0,0.41700000000000004,292.91,39.42,70.03,54.73,0.0,0.0,0.0,0.0,0.22,0.54,1.78,5.26,9.86,15.15,19.32,17.94,14.39,7.72,4.42,2.28,0.72,0.22,0.11,0.07,0.0,5,Zhitomir
1982,29.0,0.425,293.47,48.36,67.0,57.68,0.0,0.0,0.0,0.0,0.22,0.25,1.01,3.23,7.14,11.89,16.06,19.28,17.47,11.24,5.98,3.7,1.7,0.58,0.11,0.11,0.04,5,Zhitomir
1982,30.0,0.424,293.79,52.55,65.83,59.19,0.0,0.0,0.0,0.0,0.22,0.14,0.62,2.43,5.98,9.42,14.64,20.7,17.29,12.83,9.03,3.77,1.81,0.8,0.14,0.18,0.0,5,Zhitomir
