year,week,SMN,SMT,VCI,TCI,VHI,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,region,region name
1981,35.0,0.21,297.12,16.21,66.02,41.11,0.0,0.04,0.42,2.94,6.5,9.65,13.67,16.23,14.01,11.95,11.45,5.91,3.4,1.51,1.26,0.46,0.13,0.38,0.04,0.0,0.04,11,Luhansk
1981,36.0,0.212,296.91,23.62,50.64,37.13,0.04,0.59,2.43,5.91,9.69,12.63,15.81,14.6,12.37,9.82,6.0,4.7,2.22,1.47,0.55,0.67,0.29,0.08,0.13,0.0,0.0,11,Luhansk
1981,37.0,0.20199999999999999,295.86,26.69,39.11,32.9,0.42,1.17,5.12,8.6,11.7,17.24,15.44,13.42,11.12,6.08,4.28,2.35,1.51,0.8,0.34,0.17,0.25,0.0,0.0,0.0,0.0,11,Luhansk
1981,38.0,0.18899999999999997,294.29,27.69,32.01,29.85,1.01,2.39,6.38,11.66,15.02,17.7,15.69,11.16,7.76,4.87,2.89,1.47,1.09,0.34,0.21,0.29,0.08,0.0,0.0,0.0,0.0,11,Luhansk
1981,39.0,0.17300000000000001,292.18,26.62,30.19,28.41,0.76,2.77,6.54,13.05,17.28,18.88,16.61,9.65,6.84,3.44,1.8,1.09,0.71,0.25,0.25,0.08,0.0,0.0,0.0,0.0,0.0,11,Luhansk
1981,40.0,0.156,289.46,24.71,32.74,28.73,0.38,1.85,5.7,12.21,16.57,21.22,17.28,11.54,6.8,3.02,1.59,1.01,0.5,0.17,0.13,0.04,0.0,0.0,0.0,0.0,0.0,11,Luhansk
1981,41.0,0.139,285.91,23.34,41.01,32.18,0.13,0.34,2.56,8.14,13.51,18.75,20.09,16.44,9.61,5.24,2.68,1.3,0.76,0.25,0.17,0.0,0.04,0.0,0.0,0.0,0.0,11,Luhansk
1981,42.0,0.11800000000000001,280.93,21.39,62.08,41.73,0.0,0.04,0.29,1.47,4.57,9.56,13.34,16.32,16.36,13.09,11.37,7.93,3.36,1.22,0.71,0.29,0.04,0.04,0.0,0.0,0.0,11,Luhansk
1981,43.0,0.09699999999999999,275.92,20.03,73.6,46.81,0.0,0.0,0.08,0.38,1.64,4.87,8.6,11.62,14.72,14.85,19.21,13.34,7.42,2.22,0.76,0.21,0.08,0.0,0.0,0.0,0.0,11,Luhansk
1981,44.0,0.075,270.39,16.49,82.38,49.43,0.0,0.0,0.04,0.25,1.01,2.89,5.66,8.81,11.16,12.5,25.71,19.25,9.86,2.43,0.34,0.08,0.0,0.0,0.0,0.0,0.0,11,Luhansk
1981,45.0,0.061,264.4,14.94,88.75,51.84,0.0,0.0,0.0,0.13,0.84,1.38,3.36,6.17,8.43,8.64,28.86,27.06,12.63,2.22,0.29,0.0,0.0,0.0,0.0,0.0,0.0,11,Luhansk
1981,46.0,0.053,258.62,16.27,91.3,53.79,0.0,0.0,0.0,0.13,0.63,0.92,2.73,4.66,6.63,6.71,23.41,31.29,18.54,3.82,0.5,0.04,0.0,0.0,0.0,0.0,0.0,11,Luhansk
1981,47.0,0.047,254.07,17.69,90.99,54.34,0.0,0.0,0.0,0.13,0.92,1.68,2.73,5.08,5.29,6.04,20.64,27.6,22.82,5.83,1.05,0.21,0.0,0.0,0.0,0.0,0.0,11,Luhansk
1981,48.0,0.044000000000000004,250.86,20.32,90.13,55.23,0.0,0.0,0.04,0.5,0.88,2.73,2.89,3.69,5.08,6.0,16.95,23.99,22.94,10.82,2.64,0.8,0.04,0.0,0.0,0.0,0.0,11,Luhansk
1981,49.0,0.042,248.67,22.97,90.41,56.69,0.0,0.0,0.08,0.25,0.76,2.39,2.81,2.98,3.98,5.58,14.68,23.36,23.7,13.05,4.87,1.38,0.08,0.04,0.0,0.0,0.0,11,Luhansk
1981,50.0,0.04,247.16,26.96,90.33,58.64,0.0,0.04,0.0,0.25,0.63,1.17,2.18,3.15,3.48,4.57,10.82,21.27,26.89,15.73,6.59,2.89,0.29,0.0,0.04,0.0,0.0,11,Luhansk
1981,51.0,0.038,246.63,30.16,90.0,60.08,0.0,0.0,0.04,0.21,0.55,0.71,1.34,1.97,3.15,5.75,10.61,16.82,26.13,20.3,8.56,3.19,0.55,0.08,0.04,0.0,0.0,11,Luhansk
1981,52.0,0.037000000000000005,247.68,36.55,86.61,61.58,0.0,0.0,0.0,0.04,0.25,0.71,1.22,1.89,3.1,6.29,11.33,14.05,16.4,22.69,14.51,5.91,1.38,0.21,0.0,0.0,0.0,11,Luhansk
1982,1.0,0.036000000000000004,249.48,40.51,79.9,60.21,0.0,0.0,0.0,0.0,0.13,0.71,1.47,2.6,5.49,8.77,13.09,13.88,15.23,16.11,14.56,6.08,1.47,0.38,0.04,0.0,0.0,11,Luhansk
1982,2.0,0.034,251.07,40.82,71.85,56.33,0.0,0.0,0.0,0.04,0.13,0.84,1.97,4.28,10.15,13.76,16.61,14.09,11.66,11.83,9.86,4.03,0.63,0.13,0.0,0.0,0.0,11,Luhansk
