year,week,SMN,SMT,VCI,TCI,VHI,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,region,region name
1981,35.0,0.22,291.61,8.94,91.69,50.32,0.0,0.0,0.0,0.04,0.54,1.9,4.7,7.39,10.9,12.27,41.36,6.42,5.77,2.51,2.19,1.54,1.11,0.68,0.39,0.18,0.11,19,Kharkiv
1981,36.0,0.23,292.21,17.78,78.54,48.16,0.0,0.14,0.61,1.04,2.69,5.81,8.29,10.72,14.74,11.23,17.32,8.32,6.46,4.05,2.8,1.54,1.94,1.04,0.57,0.43,0.25,19,Kharkiv
1981,37.0,0.23399999999999999,292.08,28.23,61.77,45.0,0.57,0.68,1.11,2.65,5.38,8.03,10.08,12.12,12.16,11.26,10.33,8.32,5.92,3.55,2.4,1.58,1.51,1.18,0.68,0.39,0.07,19,Kharkiv
1981,38.0,0.237,291.47,39.63,48.48,44.05,1.4,0.93,2.44,3.52,5.42,7.14,10.11,10.4,11.55,10.65,11.01,8.25,5.6,4.12,2.65,1.76,1.69,0.75,0.5,0.04,0.07,19,Kharkiv
1981,39.0,0.235,290.18,48.71,39.63,44.17,1.47,1.15,2.47,3.26,5.88,7.46,8.32,10.19,10.69,12.02,9.9,8.75,6.71,4.34,3.3,2.3,1.08,0.47,0.22,0.0,0.04,19,Kharkiv
1981,40.0,0.22899999999999998,288.22,56.05,35.6,45.83,1.0,1.08,2.04,3.23,4.84,6.89,7.96,9.47,10.69,10.55,10.87,9.25,8.14,5.77,4.66,2.22,0.9,0.32,0.11,0.0,0.0,19,Kharkiv
1981,41.0,0.218,285.51,60.67,38.04,49.36,0.57,0.57,0.9,2.15,3.3,5.74,7.75,8.0,10.01,10.9,11.37,10.44,9.58,8.07,5.52,2.8,1.72,0.47,0.14,0.0,0.0,19,Kharkiv
1981,42.0,0.2,282.3,62.61,42.6,52.6,0.11,0.04,0.47,0.79,1.54,3.37,5.7,8.32,10.04,12.16,12.16,12.55,11.55,10.01,5.67,3.23,1.43,0.68,0.14,0.04,0.0,19,Kharkiv
1981,43.0,0.17600000000000002,278.72,61.81,50.13,55.97,0.0,0.04,0.14,0.29,0.82,1.43,3.48,5.81,9.11,11.23,15.17,12.84,13.77,11.05,7.71,3.95,1.76,0.68,0.57,0.14,0.0,19,Kharkiv
1981,44.0,0.14800000000000002,275.08,57.55,53.53,55.54,0.0,0.0,0.04,0.29,0.75,1.72,3.05,5.52,9.07,12.16,15.93,14.42,13.81,10.98,6.21,2.76,1.58,0.86,0.5,0.29,0.07,19,Kharkiv
1981,45.0,0.121,270.38,51.33,61.41,56.37,0.0,0.0,0.0,0.14,0.9,1.11,2.83,4.95,8.97,11.48,14.63,15.78,16.14,9.15,6.6,3.55,1.76,1.18,0.5,0.25,0.07,19,Kharkiv
1981,46.0,0.1,265.99,47.4,67.03,57.22,0.0,0.0,0.0,0.14,0.57,1.15,2.55,4.63,7.75,10.55,15.1,14.99,16.03,11.08,7.32,4.38,2.19,1.04,0.43,0.11,0.0,19,Kharkiv
1981,47.0,0.08199999999999999,262.48,43.71,68.43,56.07,0.0,0.0,0.14,0.36,0.79,1.94,3.34,6.06,9.04,10.19,13.52,14.49,14.13,10.01,7.64,4.81,2.4,0.82,0.14,0.07,0.11,19,Kharkiv
1981,48.0,0.07,259.68,43.09,69.95,56.52,0.0,0.04,0.22,0.43,1.11,1.94,3.3,6.35,7.82,10.04,11.98,13.95,14.2,11.87,7.6,5.6,2.47,0.68,0.22,0.14,0.04,19,Kharkiv
1981,49.0,0.061,257.07,43.11,73.43,58.27,0.0,0.07,0.07,0.25,0.79,1.61,2.76,4.84,6.35,8.5,12.12,12.84,16.18,15.17,9.72,4.73,2.83,0.75,0.36,0.04,0.0,19,Kharkiv
1981,50.0,0.055,254.86,43.73,72.09,57.91,0.0,0.04,0.14,0.14,0.65,1.58,2.47,5.6,6.96,9.36,11.26,14.28,15.24,13.95,10.19,5.24,2.08,0.65,0.14,0.04,0.0,19,Kharkiv
1981,51.0,0.048,252.64,43.93,74.17,59.05,0.0,0.0,0.07,0.04,0.43,1.11,2.26,4.48,5.38,8.72,12.52,14.28,16.28,14.31,11.51,5.92,2.01,0.57,0.07,0.04,0.0,19,Kharkiv
1981,52.0,0.043,252.09,45.23,70.46,57.85,0.0,0.0,0.0,0.04,0.14,0.75,2.58,4.56,7.14,11.44,13.74,15.53,12.41,14.2,10.55,4.99,1.51,0.32,0.11,0.0,0.0,19,Kharkiv
1982,1.0,0.038,252.22,47.05,69.15,58.1,0.0,0.0,0.0,0.0,0.11,0.54,1.79,4.34,7.25,10.55,14.67,16.68,15.42,11.05,10.11,5.63,1.47,0.36,0.04,0.0,0.0,19,Kharkiv
1982,2.0,0.036000000000000004,253.39,45.39,63.52,54.45,0.0,0.0,0.0,0.0,0.22,0.68,2.26,5.88,9.9,15.82,18.72,16.18,13.06,8.61,5.56,2.47,0.57,0.07,0.0,0.0,0.0,19,Kharkiv
1982,3.0,0.033,254.22,41.22,60.22,50.72,0.0,0.0,0.0,0.04,0.14,1.15,3.48,8.61,14.42,20.41,20.05,14.49,9.36,4.52,2.44,0.82,0.07,0.0,0.0,0.0,0.0,19,Kharkiv
1982,4.0,0.031,255.6,37.35,58.01,47.68,0.0,0.0,0.0,0.0,0.22,1.54,5.7,12.3,18.94,22.63,18.36,11.33,5.81,2.19,0.75,0.22,0.0,0.0,0.0,0.0,0.0,19,Kharkiv
1982,5.0,0.03,257.16,32.54,56.92,44.73,0.0,0.0,0.0,0.07,0.18,2.47,7.32,17.65,25.39,22.67,13.77,7.1,2.33,0.93,0.04,0.07,0.0,0.0,0.0,0.0,0.0,19,Kharkiv
1982,6.0,0.027999999999999997,258.12,25.63,57.18,41.41,0.0,0.0,0.0,0.0,0.32,3.48,10.69,29.77,29.02,16.57,6.71,2.3,0.97,0.14,0.04,0.0,0.0,0.0,0.0,0.0,0.0,19,Kharkiv
1982,7.0,0.028999999999999998,259.9,21.3,54.76,38.03,0.0,0.0,0.0,0.04,0.36,5.88,25.5,36.01,20.23,7.68,3.37,0.82,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Kharkiv
1982,8.0,0.033,262.82,21.84,49.76,35.8,0.0,0.0,0.0,0.04,1.0,12.16,35.44,31.35,13.92,4.05,1.79,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Kharkiv
1982,9.0,0.036000000000000004,265.27,20.87,48.45,34.66,0.0,0.0,0.0,0.0,1.58,18.33,36.98,28.12,10.69,3.12,1.11,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Kharkiv
1982,10.0,0.040999999999999995,267.96,20.64,48.64,34.64,0.0,0.0,0.0,0.0,2.65,18.15,35.58,27.55,11.44,3.37,1.08,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Kharkiv
1982,11.0,0.053,271.56,24.24,45.76,35.0,0.0,0.0,0.0,0.04,3.05,17.14,33.9,26.58,13.24,4.27,1.36,0.29,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Kharkiv
1982,12.0,0.07200000000000001,275.19,30.89,43.71,37.3,0.0,0.0,0.0,0.04,1.11,9.33,27.12,32.14,19.55,7.42,2.4,0.72,0.11,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,19,Kharkiv
1982,13.0,0.092,278.5,36.31,42.75,39.53,0.0,0.0,0.0,0.04,0.54,5.02,18.94,29.99,27.83,11.37,4.59,1.15,0.47,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,19,Kharkiv
1982,14.0,0.10300000000000001,281.02,35.51,42.88,39.2,0.0,0.0,0.0,0.07,1.22,5.74,19.37,30.67,24.46,13.24,3.62,1.08,0.43,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Kharkiv
1982,15.0,0.11599999999999999,283.13,33.78,44.63,39.21,0.0,0.0,0.0,0.11,1.29,6.81,19.58,28.59,25.11,12.16,4.2,1.47,0.61,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,19,Kharkiv
1982,16.0,0.139,284.78,33.35,50.99,42.17,0.0,0.0,0.0,0.04,0.47,3.87,11.69,23.03,27.15,19.58,9.07,3.66,1.26,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0,19,Kharkiv
1982,17.0,0.16699999999999998,286.45,32.68,63.15,47.92,0.0,0.0,0.0,0.0,0.04,1.54,5.2,12.55,18.4,20.62,20.05,13.41,5.88,1.76,0.43,0.11,0.0,0.0,0.0,0.0,0.0,19,Kharkiv
1982,18.0,0.207,288.24,35.78,75.31,55.54,0.0,0.0,0.0,0.0,0.0,0.11,1.04,3.98,8.5,13.27,18.69,22.2,17.18,10.01,3.91,0.82,0.25,0.04,0.0,0.0,0.0,19,Kharkiv
